transaction_count,incoming_transaction_count,outgoing_transaction_count,unique_incoming_counterparties,unique_outgoing_counterparties,activity_duration_seconds,total_incoming_value,total_outgoing_value,average_incoming_value,average_outgoing_value,maximum_incoming_value,maximum_outgoing_value,incoming_outgoing_value_ratio,outgoing_value_concentration,incoming_value_concentration,total_unique_counterparties,counterparty_reuse_count,fan_in,fan_out,graph_multi_hop_exposure_count,total_transaction_fees,average_transaction_fee,minimum_transaction_fee,maximum_transaction_fee,fee_to_value_ratio,average_transaction_gap_seconds,minimum_transaction_gap_seconds,maximum_transaction_gap_seconds,transaction_burst_count,rapid_transaction_sequence_count,target
4.0,1.0,3.0,1.0,3.0,0.0,101.0,100.998446,101.0,33.666149,0.0,55.13695600000001,1.0000153863753507,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11.0,6.0,5.0,3.0,1.0,0.0,9.22416272,9.21540373,1.53736,1.843081,0.0,3.726607,1.0009504727363692,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12.0,4.0,8.0,2.0,4.0,0.0,5.42945861,10.45003049,1.357365,1.306254,0.0,5.2,0.5195639012915455,0.0,0.0,6.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6782.0,6710.0,72.0,4278.0,27.0,0.0,76543.12141,76543.07504,11.407321,1063.098264,0.0,6000.0,1.0000006058026802,0.0,0.0,4305.0,0.0,4278.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,2.0,3.0,2.0,2.0,0.0,101.0,100.9984278,50.5,33.666143,0.0,98.408428,1.0000155665789483,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
429.0,221.0,208.0,2.0,1.0,0.0,232.258032,232.170672,1.050941,1.116205,0.0,15.033002,1.00037627491555,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56.0,16.0,40.0,5.0,34.0,0.0,15.26568307,7.24166,0.954105,0.181041,0.0,1.0,2.1080364267308873,0.0,0.0,39.0,0.0,5.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,3.0,1.0,3.0,1.0,0.0,0.21843421,0.19979,0.072811,0.19979,0.0,0.19979,1.093319034986736,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,1.0,2.0,1.0,2.0,0.0,101.0,100.9989738,101.0,50.499487,0.0,100.909488,1.0000101604992744,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,2.0,3.0,2.0,3.0,0.0,101.0,100.998446,50.5,33.666149,0.0,63.745107,1.0000153863753507,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10.0,5.0,5.0,2.0,1.0,0.0,0.502502921,0.4957327,0.100501,0.099147,0.0,0.101971,1.013656999023869,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
290.0,147.0,143.0,3.0,1.0,0.0,28.91356092,28.76824349,0.196691,0.201177,0.0,0.99993,1.0050513139618868,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,2.0,3.0,2.0,3.0,0.0,101.0,100.998446,50.5,33.666149,0.0,75.46437900000002,1.0000153863753507,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15.0,5.0,10.0,3.0,6.0,0.0,5.586698,5.4076,1.11734,0.54076,0.0,3.2586,1.033119683408536,0.0,0.0,9.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,1.0,1.0,1.0,0.0,3.52,3.519528364,3.52,3.519528,0.0,3.519528,1.0001340054550558,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
61.0,24.0,37.0,8.0,15.0,0.0,54.14066727,54.03800425,2.255861,1.460487,0.0,28.323879,1.001899829970127,0.0,0.0,23.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,2.0,2.0,2.0,2.0,0.0,101.0,100.9990158,50.5,50.499508,0.0,99.519582,1.0000097446494127,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8155.0,4886.0,3269.0,3.0,3.0,0.0,573.0933493,571.8174644,0.117293,0.174921,0.0,50.069499,1.0022312800490254,0.0,0.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
47.0,22.0,25.0,6.0,2.0,0.0,129.2959269,129.2826093,5.877088,5.171304,0.0,48.35816,1.0001030115347465,0.0,0.0,8.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,1.0,1.0,1.0,0.0,3.41,3.40938,3.41,3.40938,0.0,3.40938,1.000181851245681,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,1.0,3.0,1.0,3.0,0.0,101.0,100.998446,101.0,33.666149,0.0,64.292224,1.0000153863753507,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54.0,14.0,40.0,8.0,27.0,0.0,26.8423493,26.801,1.917311,0.670025,0.0,3.66,1.0015428267601956,0.0,0.0,35.0,0.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,1.0,1.0,1.0,0.0,9.99952837,9.99910837,9.999528,9.999108,0.0,9.999108,1.00004200374518,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1378.0,841.0,537.0,4.0,258.0,0.0,1933.274417,1932.883434,2.298781,3.59941,0.0,99.995,1.0002022796580086,0.0,0.0,262.0,0.0,4.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
72.0,71.0,0.0,2.0,0.0,0.0,67.11833937,0.0,0.945329,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57.0,31.0,26.0,2.0,1.0,0.0,7.105,7.0404167,0.229194,0.270785,0.0,0.99895,1.0091732212384532,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,1.0,1.0,1.0,0.0,4.995,4.994170227,4.995,4.99417,0.0,4.99417,1.0001661483213997,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.0,10.0,11.0,10.0,3.0,0.0,4.2724719,4.266531978,0.427247,0.387867,0.0,1.336202,1.001392213167657,0.0,0.0,13.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16.0,5.0,11.0,5.0,7.0,0.0,108.9956107,108.8915242,21.799122,9.899229,0.0,80.682474,1.000955873294682,0.0,0.0,12.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,1.0,2.0,1.0,2.0,0.0,0.26364861,0.26276661,0.263649,0.131383,0.0,0.147478,1.003356590854523,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,1.0,1.0,1.0,0.0,0.21819328,0.21757328,0.218193,0.217573,0.0,0.217573,1.0028496146217953,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2274.0,1145.0,1129.0,11.0,2.0,0.0,1942.298335,1941.44335,1.69633,1.719613,0.0,19.990629,1.0004403862724092,0.0,0.0,13.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26.0,13.0,13.0,2.0,13.0,0.0,14.04148731,14.03577308,1.080114,1.079675,0.0,11.093621,1.0004071190070851,0.0,0.0,15.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
112.0,111.0,0.0,9.0,0.0,0.0,37.80156772,0.0,0.340555,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,2.0,3.0,2.0,3.0,0.0,101.0,100.998488,50.5,33.666163,0.0,89.31309499999998,1.000014970521143,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,2.0,0.0,2.0,0.0,0.0,0.16889645,0.0,0.084448,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,2.0,3.0,2.0,3.0,0.0,101.0,100.9984519,50.5,33.666151,0.0,55.520313,1.0000153279577149,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
146.0,145.0,0.0,3.0,0.0,0.0,64.16771073,0.0,0.442536,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,1.0,3.0,1.0,2.0,0.0,101.0,100.997576,101.0,33.665859000000005,0.0,61.897576,1.000024000576014,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,1.0,3.0,1.0,3.0,0.0,101.0,100.9985118,101.0,33.66617100000001,0.0,100.908791,1.0000147348705786,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80.0,24.0,56.0,7.0,20.0,0.0,661.6663949,771.930204,27.569433,13.784468,0.0,127.158753,0.8571583175154525,0.0,0.0,27.0,0.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,2.0,2.0,2.0,2.0,0.0,101.0,100.9990158,50.5,50.499508,0.0,100.621816,1.0000097446494127,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10000.0,1111.0,8889.0,2.0,2446.0,0.0,80369.57239,80273.97717,72.339849,9.03071,0.0,1440.702433,1.0011908618878762,0.0,0.0,2448.0,0.0,2.0,2446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
41.0,7.0,34.0,3.0,17.0,0.0,7.044414445,8.943999999999997,1.006345,0.263059,0.0,1.0,0.7876134218470485,0.0,0.0,20.0,0.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,2.0,2.0,1.0,1.0,0.0,3.088,3.087405095,1.544,1.543703,0.0,1.869195,1.0001926877043001,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
224.0,9.0,215.0,3.0,12.0,0.0,7.88945928,16.08294516,0.876607,0.074804,0.0,3.261182,0.4905481677337261,0.0,0.0,15.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,2.0,3.0,2.0,3.0,0.0,101.0,100.9984936,50.5,33.666165,0.0,91.568039,1.0000149150739412,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23.0,4.0,19.0,3.0,19.0,0.0,143.6833381,143.67400969999997,35.920835,7.5617899999999985,0.0,8.1,1.0000649275399183,0.0,0.0,22.0,0.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,1.0,4.0,1.0,3.0,0.0,101.0,100.9979,101.0,25.249475,0.0,88.471173,1.0000207925115274,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32.0,12.0,20.0,2.0,20.0,0.0,1207.17,1207.160465,100.5975,60.358023,0.0,101.0,1.0000078987013545,0.0,0.0,22.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,1.0,1.0,1.0,0.0,0.1187192,0.118137668,0.118719,0.118138,0.0,0.118138,1.0049224943224713,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,1.0,1.0,1.0,0.0,0.08,0.0778,0.08,0.0778,0.0,0.0778,1.0282776349614398,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
106.0,44.0,62.0,20.0,31.0,0.0,823.992806,792.8722359,18.727109,12.788262,0.0,121.0,1.0392504223138481,0.0,0.0,51.0,0.0,20.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,2.0,2.0,2.0,1.0,0.0,0.70133609,0.7001880909999999,0.350668,0.350094,0.0,0.493962,1.0016395580198465,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
287.0,42.0,245.0,30.0,142.0,0.0,42.63835764,52.1272,1.015199,0.212764,0.0,4.5,0.8179675417056739,0.0,0.0,172.0,0.0,30.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,1.0,1.0,1.0,0.0,0.99952837,0.998481413,0.999528,0.998481,0.0,0.998481,1.001048549313356,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
147.0,146.0,0.0,3.0,0.0,0.0,46.78843712,0.0,0.320469,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,2.0,2.0,2.0,2.0,0.0,101.0,100.9989738,50.5,50.499487,0.0,100.0,1.0000101604992744,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,1.0,3.0,1.0,3.0,0.0,101.0,100.9979647,101.0,33.665988,0.0,71.377422,1.000020151891239,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,1.0,2.0,1.0,2.0,0.0,101.0,100.99895,101.0,50.499475,0.0,59.25730600000001,1.0000103961476827,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
493.0,245.0,248.0,7.0,155.0,0.0,67.76670686,67.60700801,0.276599,0.272609,0.0,4.907433999999999,1.0023621641409775,0.0,0.0,162.0,0.0,7.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
288.0,287.0,0.0,2.0,0.0,0.0,62.31976849,0.0,0.217142,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28.0,26.0,2.0,4.0,1.0,0.0,25.99154361,25.99087226,0.999675,12.995436,0.0,24.759089000000003,1.0000258302219827,0.0,0.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
59.0,48.0,11.0,7.0,2.0,0.0,731.2012215,731.1866257,15.233359,66.47151099999999,0.0,601.963489,1.0000199617983794,0.0,0.0,9.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7.0,5.0,2.0,4.0,1.0,0.0,50.85942448,50.85360061,10.171885,25.4268,0.0,47.830165,1.0001145222743353,0.0,0.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1726.0,4.0,1722.0,2.0,11.0,0.0,32.001,202.623,8.00025,0.117667,0.0,3.01,0.15793369953065545,0.0,0.0,13.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,1.0,1.0,1.0,0.0,0.05730681,0.05668681,0.057307,0.056687,0.0,0.056687,1.010937288586181,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49.0,25.0,24.0,11.0,1.0,0.0,496.3156136,496.2827563,19.852625,20.678448,0.0,99.999435,1.0000662068137225,0.0,0.0,12.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.0,9.0,8.0,7.0,2.0,0.0,31.67285272,31.66774972,3.519206,3.958469,0.0,13.31916,1.0001611418570981,0.0,0.0,9.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,2.0,3.0,2.0,3.0,0.0,2001.0,2000.998585,1000.5,666.999528,0.0,1390.944094,1.0000007071469268,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14.0,6.0,8.0,1.0,2.0,0.0,12.42664053,12.42265053,2.071107,1.552831,0.0,2.541722,1.0003211874945983,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,1.0,1.0,1.0,0.0,2.28836274,2.28774274,2.288363,2.287743,0.0,2.287743,1.0002710094929643,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
271.0,110.0,161.0,73.0,82.0,0.0,1963.325217,2044.3255,17.848411,12.697674,0.0,230.0,0.9603779911760628,0.0,0.0,155.0,0.0,73.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,1.0,2.0,1.0,2.0,0.0,1057.540042,1057.538683,1057.540042,528.769341,0.0,1053.540123,1.000001285059376,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,1.0,2.0,1.0,2.0,0.0,1474.633796,1474.6328529999996,1474.633796,737.316426,0.0,1474.631853,1.0000006394812095,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.0,7.0,10.0,2.0,4.0,0.0,168.04,168.0175446,24.005714,16.801754000000006,0.0,73.238545,1.0001336491379722,0.0,0.0,6.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,1.0,3.0,1.0,2.0,0.0,101.0,100.9985118,101.0,33.66617100000001,0.0,100.044255,1.0000147348705786,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,2.0,3.0,2.0,3.0,0.0,2001.0,2000.998585,1000.5,666.999528,0.0,1365.466518,1.0000007071469268,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,1.0,4.0,1.0,3.0,0.0,101.0,100.9979,101.0,25.249475,0.0,81.60282,1.0000207925115274,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45.0,6.0,39.0,5.0,4.0,0.0,18.05550774,31.6921,3.009251,0.8126180000000001,0.0,5.96,0.5697163564421417,0.0,0.0,9.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,2.0,2.0,2.0,2.0,0.0,4.83185916,4.830904524,2.41593,2.415452,0.0,4.830388,1.000197610198102,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
381.0,205.0,176.0,10.0,3.0,0.0,192.5361952,192.28185990000003,0.939201,1.092511,0.0,3.99968,1.0013227212391864,0.0,0.0,13.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,3.0,2.0,3.0,2.0,0.0,101.0,100.9989738,33.666667,50.499487,0.0,100.666435,1.0000101604992744,0.0,0.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,1.0,3.0,1.0,3.0,0.0,101.0,100.998446,101.0,33.666149,0.0,55.18641,1.0000153863753507,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
914.0,913.0,0.0,4.0,0.0,0.0,1086.360227,0.0,1.1898799999999998,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100.0,94.0,6.0,4.0,1.0,0.0,803.1246147,803.1122942000002,8.543878999999999,133.852049,0.0,350.808425,1.0000153409430896,0.0,0.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54.0,27.0,27.0,3.0,27.0,0.0,5.778618239,5.765812296,0.214023,0.213549,0.0,0.530416,1.0022210128152949,0.0,0.0,30.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,1.0,3.0,1.0,3.0,0.0,101.0,100.998446,101.0,33.666149,0.0,83.52128499999998,1.0000153863753507,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
124.0,57.0,67.0,20.0,28.0,0.0,69.6597865,83.6657,1.222102,1.248742,0.0,23.878,0.8325967092846889,0.0,0.0,48.0,0.0,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0,1.0,0.0,0.0,0.03308699,0.0,0.033087,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42.0,16.0,26.0,7.0,13.0,0.0,9.814101338,9.78194963,0.6133810000000001,0.376229,0.0,3.0,1.0032868404782411,0.0,0.0,20.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18.0,17.0,0.0,7.0,0.0,0.0,54.79179592,0.0,3.223047,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27.0,26.0,0.0,2.0,0.0,0.0,1871.462317,0.0,71.97932,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,2.0,3.0,2.0,3.0,0.0,2001.0,2000.998585,1000.5,666.999528,0.0,1946.986707,1.0000007071469268,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.0,12.0,9.0,6.0,1.0,0.0,52.91717638,52.89314848,4.409765,5.877016,0.0,22.389073,1.0004542724471976,0.0,0.0,7.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,1.0,2.0,1.0,2.0,0.0,101.0,100.9990158,101.0,50.499508,0.0,91.092494,1.0000097446494127,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
476.0,244.0,232.0,5.0,1.0,0.0,351.2859709,351.0937133,1.439697,1.513335,0.0,19.370937,1.0005475962477166,0.0,0.0,6.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28.0,27.0,0.0,3.0,0.0,0.0,22.22909647,0.0,0.8233,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,1.0,1.0,1.0,0.0,3.05980684,3.059335204,3.059807,3.059335,0.0,3.059335,1.0001541629042099,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,1.0,4.0,1.0,2.0,0.0,101.0,100.9980078,101.0,25.249502,0.0,100.866841,1.0000197251415488,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
218.0,109.0,109.0,1.0,109.0,0.0,571.7479215,571.6978502999998,5.245394,5.244934,0.0,30.98958,1.000087583327406,0.0,0.0,110.0,0.0,1.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18.0,17.0,0.0,5.0,0.0,0.0,317.789682,0.0,18.693511,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
